pattern,n_nodes,n_edges,s_exp,s_theta,pval_exp,pval_theta
CDH1->-PIK3CA,2,1,100.000000,100,1.790981e-11,
TP53->-PIK3CA,2,1,84.000000,84,2.721272e-02,
PIK3CA->-TP53,2,1,70.000000,70,6.350567e-01,
MAP3K1->-PIK3CA,2,1,47.000000,47,5.185189e-02,
PIK3CA->-GATA3,2,1,41.000000,41,2.912262e-01,
TP53->-PTEN,2,1,38.000000,38,3.145159e-05,
GATA3->-PIK3CA,2,1,36.000000,36,7.160679e-01,
PIK3CA->-KMT2C,2,1,34.000000,34,2.400628e-02,
PIK3CA->-MAP3K1,2,1,33.000000,33,9.304118e-01,
CBFB->-PIK3CA,2,1,33.000000,33,3.575139e-06,
TP53->-KMT2C,2,1,29.000000,29,5.857234e-05,
PIK3CA->-KMT2C TP53->-KMT2C TP53->-PIK3CA,3,3,5.000000,5,4.343931e-02,
PIK3CA->-KMT2C PIK3CA->-TP53 TP53->-KMT2C,3,3,3.000000,3,3.436538e-01,
PIK3CA->-ESR1,2,1,29.000000,29,1.393229e-02,
PIK3CA->-CDH1,2,1,28.000000,28,1.000000e+00,
PIK3CA->-FOXA1,2,1,27.000000,27,4.955227e-03,
TP53->-NF1,2,1,27.000000,27,3.720212e-03,
CDH1->-TP53,2,1,25.000000,25,1.392504e-01,
CDH1->-PIK3CA CDH1->-TP53 TP53->-PIK3CA,3,3,2.000000,2,6.333623e-01,
CDH1->-PIK3CA CDH1->-TP53 PIK3CA->-TP53,3,3,4.000000,4,1.383980e-01,
TP53->-KMT2D,2,1,24.000000,24,2.457551e-06,
TP53->-MAP3K1,2,1,23.000000,23,6.642984e-04,
MAP3K1->-PIK3CA TP53->-MAP3K1 TP53->-PIK3CA,3,3,2.000000,2,4.485951e-01,
PIK3CA->-MAP3K1 TP53->-MAP3K1 TP53->-PIK3CA,3,3,2.000000,2,4.485951e-01,
PIK3CA->-MAP3K1 PIK3CA->-TP53 TP53->-MAP3K1,3,3,2.000000,2,4.485951e-01,
CDH1->-KMT2C,2,1,23.000000,23,2.822005e-04,
CDH1->-KMT2C CDH1->-PIK3CA PIK3CA->-KMT2C,3,3,7.000000,7,2.143024e-03,
CDH1->-KMT2C CDH1->-TP53 TP53->-KMT2C,3,3,2.000000,2,3.238761e-01,
PIK3CA->-ARID1A,2,1,21.000000,21,1.582193e-01,
TP53->-RB1,2,1,21.000000,21,5.441164e-03,
CBFB->-GATA3,2,1,21.000000,21,2.837210e-04,
CBFB->-GATA3 CBFB->-PIK3CA PIK3CA->-GATA3,3,3,5.000000,5,6.860389e-02,
CBFB->-GATA3 CBFB->-PIK3CA GATA3->-PIK3CA,3,3,6.000000,6,1.908978e-02,
PIK3CA->-FAT1,2,1,20.000000,20,2.327094e-04,
CDH1->-FOXA1,2,1,19.000000,19,8.436740e-04,
CDH1->-FOXA1 CDH1->-PIK3CA PIK3CA->-FOXA1,3,3,8.000000,8,3.071442e-04,
CDH1->-MAP3K1,2,1,19.000000,19,1.039417e-03,
CDH1->-MAP3K1 CDH1->-PIK3CA MAP3K1->-PIK3CA,3,3,4.000000,4,2.153188e-01,
CDH1->-MAP3K1 CDH1->-PIK3CA PIK3CA->-MAP3K1,3,3,8.000000,8,1.013056e-03,
CDH1->-MAP3K1 CDH1->-TP53 TP53->-MAP3K1,3,3,3.000000,3,1.620370e-02,
PIK3CA->-SF3B1,2,1,19.000000,19,1.398722e-05,
CDH1->-ERBB2,2,1,19.000000,19,7.413762e-02,
KMT2C->-PIK3CA,2,1,19.000000,19,9.816891e-01,
KMT2C->-PIK3CA TP53->-KMT2C TP53->-PIK3CA,3,3,2.000000,2,6.367689e-01,
CDH1->-KMT2C CDH1->-PIK3CA KMT2C->-PIK3CA,3,3,4.000000,4,1.466906e-01,
AKT1->-TP53,2,1,19.000000,19,4.491549e-05,
TP53->-NCOR1,2,1,19.000000,19,1.170381e-02,
TP53->-CDH1,2,1,19.000000,19,7.654259e-01,
CDH1->-PIK3CA TP53->-CDH1 TP53->-PIK3CA,3,3,5.000000,5,4.288525e-02,
CDH1->-KMT2C TP53->-CDH1 TP53->-KMT2C,3,3,2.000000,2,3.238761e-01,
TP53->-ARID1A,2,1,18.000000,18,3.575382e-04,
PIK3CA->-ARID1A TP53->-ARID1A TP53->-PIK3CA,3,3,2.000000,2,3.129591e-01,
PIK3CA->-ARID1A PIK3CA->-TP53 TP53->-ARID1A,3,3,3.000000,3,8.810060e-02,
CDH1->-TBX3,2,1,18.000000,18,3.452288e-02,
TP53->-FAT1,2,1,18.000000,18,1.153994e-04,
PIK3CA->-FAT1 TP53->-FAT1 TP53->-PIK3CA,3,3,4.000000,4,4.258341e-02,
PIK3CA->-FAT1 PIK3CA->-TP53 TP53->-FAT1,3,3,3.000000,3,1.645093e-01,
TP53->-GATA3,2,1,18.000000,18,8.520276e-03,
PIK3CA->-GATA3 TP53->-GATA3 TP53->-PIK3CA,3,3,3.000000,3,1.168195e-01,
PIK3CA->-GATA3 PIK3CA->-TP53 TP53->-GATA3,3,3,4.000000,4,2.600251e-02,
PIK3CA->-RUNX1,2,1,18.000000,18,3.680920e-02,
PIK3CA->-NCOR1,2,1,18.000000,18,3.521819e-01,
PIK3CA->-NCOR1 TP53->-NCOR1 TP53->-PIK3CA,3,3,2.000000,2,4.111615e-01,
ESR1->-PIK3CA,2,1,17.000000,17,9.191340e-01,
TBX3->-PIK3CA,2,1,17.000000,17,2.950401e-01,
CDH1->-PIK3CA CDH1->-TBX3 TBX3->-PIK3CA,3,3,5.000000,5,5.432574e-02,
MAP2K4->-PIK3CA,2,1,17.000000,17,8.753179e-02,
CDH1->-ARID1A,2,1,16.000000,16,9.295348e-03,
CDH1->-ARID1A CDH1->-PIK3CA PIK3CA->-ARID1A,3,3,4.000000,4,1.857174e-01,
CDH1->-ARID1A PIK3CA->-ARID1A PIK3CA->-CDH1,3,3,2.000000,2,6.931184e-01,
CDH1->-ARID1A CDH1->-TP53 TP53->-ARID1A,3,3,2.000000,2,1.026001e-01,
NCOR1->-PIK3CA,2,1,16.000000,16,6.215765e-01,
NCOR1->-PIK3CA TP53->-NCOR1 TP53->-PIK3CA,3,3,3.000000,3,1.466281e-01,
ARID1A->-PIK3CA,2,1,15.000000,15,8.385247e-01,
ARID1A->-PIK3CA CDH1->-ARID1A CDH1->-PIK3CA,3,3,6.000000,6,1.801816e-02,
CDH1->-RUNX1,2,1,15.000000,15,8.307219e-02,
CDH1->-PIK3CA CDH1->-RUNX1 PIK3CA->-RUNX1,3,3,4.000000,4,8.690127e-02,
CDH1->-RUNX1 PIK3CA->-CDH1 PIK3CA->-RUNX1,3,3,2.000000,2,5.500275e-01,
TP53->-ARID2,2,1,15.000000,15,4.294349e-06,
PIK3CA->-TBX3,2,1,15.000000,15,5.691167e-01,
CDH1->-PIK3CA CDH1->-TBX3 PIK3CA->-TBX3,3,3,3.000000,3,3.774354e-01,
TP53->-PIK3R1,2,1,15.000000,15,7.682111e-03,
TP53->-PTPRD,2,1,15.000000,15,4.832924e-06,
CDH1->-NCOR1,2,1,15.000000,15,1.918836e-02,
CDH1->-NCOR1 TP53->-CDH1 TP53->-NCOR1,3,3,2.000000,2,3.694350e-01,
CDH1->-NCOR1 CDH1->-PIK3CA PIK3CA->-NCOR1,3,3,3.000000,3,2.156366e-01,
CDH1->-NCOR1 CDH1->-PIK3CA NCOR1->-PIK3CA,3,3,4.000000,4,6.546410e-02,
PIK3CA->-KMT2D,2,1,14.000000,14,2.388182e-02,
PIK3CA->-KMT2D TP53->-KMT2D TP53->-PIK3CA,3,3,3.000000,3,1.982221e-01,
PIK3CA->-KMT2D PIK3CA->-TP53 TP53->-KMT2D,3,3,5.000000,5,1.234692e-02,
TP53->-RUNX1,2,1,14.000000,14,2.228541e-02,
PIK3CA->-RUNX1 PIK3CA->-TP53 TP53->-RUNX1,3,3,2.000000,2,1.962449e-01,
CDH1->-RUNX1 CDH1->-TP53 TP53->-RUNX1,3,3,2.000000,2,7.407407e-02,
TP53->-ATR,2,1,14.000000,14,1.416873e-03,
TP53->-NSD1,2,1,13.000000,13,1.310941e-04,
PIK3CA->-ATR,2,1,13.000000,13,6.967923e-03,
PIK3CA->-ATR PIK3CA->-TP53 TP53->-ATR,3,3,3.000000,3,6.706300e-02,
TP53->-CREBBP,2,1,13.000000,13,2.545383e-03,
TP53->-BRCA2,2,1,13.000000,13,2.505836e-03,
CDH1->-ESR1,2,1,13.000000,13,6.984314e-02,
CDH1->-ESR1 CDH1->-PIK3CA PIK3CA->-ESR1,3,3,4.000000,4,6.022805e-03,
PTEN->-PIK3CA,2,1,13.000000,13,4.338756e-01,
PTEN->-PIK3CA TP53->-PIK3CA TP53->-PTEN,3,3,2.000000,2,4.762554e-01,
TP53->-STAG2,2,1,13.000000,13,3.255645e-03,
TP53->-KMT2A,2,1,13.000000,13,3.848380e-04,
PIK3CA->-PTEN,2,1,13.000000,13,4.338756e-01,
PIK3CA->-PTEN TP53->-PIK3CA TP53->-PTEN,3,3,2.000000,2,4.762554e-01,
PIK3CA->-PTEN PIK3CA->-TP53 TP53->-PTEN,3,3,6.000000,6,1.573083e-03,
PIK3CA->-RICTOR,2,1,12.000000,12,4.182711e-04,
MEN1->-GATA3,2,1,12.000000,12,2.441406e-04,
TP53->-FOXA1,2,1,12.000000,12,2.078988e-02,
PIK3CA->-FOXA1 TP53->-FOXA1 TP53->-PIK3CA,3,3,3.000000,3,1.231255e-01,
PIK3CA->-FOXA1 PIK3CA->-TP53 TP53->-FOXA1,3,3,2.000000,2,3.757874e-01,
CDH1->-FOXA1 CDH1->-TP53 TP53->-FOXA1,3,3,2.000000,2,1.813542e-01,
CDH1->-FOXA1 TP53->-CDH1 TP53->-FOXA1,3,3,2.000000,2,1.813542e-01,
PIK3CA->-SPEN,2,1,12.000000,12,6.462009e-02,
FOXA1->-PIK3CA,2,1,12.000000,12,9.894748e-01,
CDH1->-FOXA1 CDH1->-PIK3CA FOXA1->-PIK3CA,3,3,3.000000,3,3.620529e-01,
NF1->-TP53,2,1,12.000000,12,9.865073e-01,
NF1->-PIK3CA,2,1,12.000000,12,3.296756e-01,
NF1->-PIK3CA TP53->-NF1 TP53->-PIK3CA,3,3,3.000000,3,2.913404e-01,
NF1->-PIK3CA NF1->-TP53 TP53->-PIK3CA,3,3,4.000000,4,1.072208e-01,
TP53->-FLT4,2,1,12.000000,12,1.901593e-04,
TP53->-APC,2,1,12.000000,12,5.159518e-04,
PIK3CA->-RB1,2,1,11.000000,11,2.391231e-01,
PIK3CA->-RB1 TP53->-PIK3CA TP53->-RB1,3,3,2.000000,2,3.933353e-01,
PIK3CA->-RB1 PIK3CA->-TP53 TP53->-RB1,3,3,4.000000,4,3.025886e-02,
TP53->-CDKN2A,2,1,11.000000,11,2.050804e-02,
TP53->-PTPRS,2,1,11.000000,11,4.402190e-05,
TP53->-ERBB3,2,1,11.000000,11,1.123319e-04,
PTEN->-TP53,2,1,11.000000,11,9.999505e-01,
TP53->-ATM,2,1,11.000000,11,2.004540e-03,
